order date,Product Name,Category,Units Sold,Price, Revenue ,Discount,Units Returned,Location,Platform,,,,,
1/15/2024,Creatine,Performance,148,51.78," ? 7,663.44 ",0.1,0,Canada,Walmart,,,,,
1/15/2024,Zinc,Mineral,126,30.46," ? 3,837.96 ",0.18,0,USA,iHerb,,,,,
1/15/2024,Collagen Peptides,Protein,155,22.76," ? 3,527.80 ",0.15,2,USA,Walmart,,,,,
1/15/2024,Magnesium,Mineral,149,40.96," ? 6,103.04 ",0.24,1,USA,iHerb,,,,,
1/15/2024,Ashwagandha,Herbal,146,13.81," ? 2,016.26 ",0.14,1,UK,Amazon,,,,,
1/15/2024,Melatonin,Sleep Aid,133,10.17," ? 1,352.61 ",0.1,0,USA,iHerb,,,,,
1/15/2024,Biotin,Vitamin,171,36.96," ? 6,320.16 ",0.07,2,Canada,iHerb,,,,,
1/15/2024,Green Tea Extract,Fat Burner,148,45.02," ? 6,662.96 ",0.03,0,Canada,Walmart,,,,,
1/15/2024,Iron Supplement,Mineral,160,34.93," ? 5,588.80 ",0.12,1,Canada,iHerb,,,,,
1/15/2024,Electrolyte Powder,Hydration,148,34.98," ? 5,177.04 ",0.13,2,UK,iHerb,,,,,
1/22/2024,Whey Protein,Protein,158,30.68," ? 4,847.44 ",0.09,2,USA,iHerb,,,,,
1/22/2024,Vitamin C,Vitamin,148,44.82," ? 6,633.36 ",0.22,2,USA,iHerb,,,,,
1/22/2024,Fish Oil,Omega,183,12.62," ? 2,309.46 ",0.14,5,UK,iHerb,,,,,
1/22/2024,Multivitamin,Vitamin,147,36.08," ? 5,303.76 ",0.16,1,Canada,Walmart,,,,,
1/22/2024,Pre-Workout,Performance,168,26.34," ? 4,425.12 ",0.09,1,Canada,iHerb,,,,,
1/22/2024,BCAA,Amino Acid,131,28.27," ? 3,703.37 ",0.22,3,UK,Walmart,,,,,
1/22/2024,Creatine,Performance,158,29.48," ? 4,657.84 ",0.13,1,Canada,iHerb,,,,,
1/22/2024,Zinc,Mineral,154,41.06," ? 6,323.24 ",0.07,0,Canada,iHerb,,,,,
1/22/2024,Collagen Peptides,Protein,152,31.33," ? 4,762.16 ",0.02,3,Canada,iHerb,,,,,
1/22/2024,Magnesium,Mineral,154,35.55," ? 5,474.70 ",0.12,0,USA,Walmart,,,,,
1/22/2024,Ashwagandha,Herbal,154,47.45," ? 7,307.30 ",0.05,3,UK,Amazon,,,,,
1/22/2024,Melatonin,Sleep Aid,144,13.59," ? 1,956.96 ",0.12,2,USA,iHerb,,,,,
1/22/2024,Biotin,Vitamin,140,41.34," ? 5,787.60 ",0,2,USA,Amazon,,,,,
1/22/2024,Green Tea Extract,Fat Burner,150,59.79," ? 8,968.50 ",0.22,1,UK,Amazon,,,,,
1/22/2024,Iron Supplement,Mineral,151,48.77," ? 7,364.27 ",0.23,1,USA,Walmart,,,,,
1/22/2024,Electrolyte Powder,Hydration,162,29.83," ? 4,832.46 ",0.23,1,Canada,iHerb,,,,,
1/29/2024,Whey Protein,Protein,149,23.06," ? 3,435.94 ",0.08,3,Canada,Walmart,,,,,
1/29/2024,Vitamin C,Vitamin,156,23.56," ? 3,675.36 ",0.14,4,Canada,Walmart,,,,,
1/29/2024,Fish Oil,Omega,143,35.54," ? 5,082.22 ",0.1,0,UK,Walmart,,,,,
1/29/2024,Multivitamin,Vitamin,152,52.95," ? 8,048.40 ",0.18,0,UK,Walmart,,,,,
1/29/2024,Pre-Workout,Performance,136,10.49," ? 1,426.64 ",0.08,1,UK,Amazon,,,,,
1/29/2024,BCAA,Amino Acid,140,36.49," ? 5,108.60 ",0.07,2,Canada,Walmart,,,,,
1/29/2024,Creatine,Performance,160,28.05," ? 4,488.00 ",0.14,2,UK,Amazon,,,,,
1/29/2024,Zinc,Mineral,154,14.12," ? 2,174.48 ",0.09,1,USA,iHerb,,,,,
1/29/2024,Collagen Peptides,Protein,141,16.95," ? 2,389.95 ",0.09,1,USA,iHerb,,,,,
1/29/2024,Magnesium,Mineral,160,18.64," ? 2,982.40 ",0.15,2,USA,iHerb,,,,,
1/29/2024,Ashwagandha,Herbal,153,17.75," ? 2,715.75 ",0,2,UK,Amazon,,,,,
1/29/2024,Melatonin,Sleep Aid,131,47.23," ? 6,187.13 ",0.07,2,USA,Walmart,,,,,
1/29/2024,Biotin,Vitamin,171,20.86," ? 3,567.06 ",0.03,0,UK,Walmart,,,,,
1/29/2024,Green Tea Extract,Fat Burner,126,31.6," ? 3,981.60 ",0.08,2,USA,iHerb,,,,,
1/29/2024,Iron Supplement,Mineral,166,36.53," ? 6,063.98 ",0.03,2,USA,Walmart,,,,,
1/29/2024,Electrolyte Powder,Hydration,145,52.12," ? 7,557.40 ",0.08,0,USA,Amazon,,,,,
2/5/2024,Whey Protein,Protein,144,38.98," ? 5,613.12 ",0.18,0,USA,Walmart,,,,,
2/5/2024,Vitamin C,Vitamin,153,23.1," ? 3,534.30 ",0.23,4,UK,Amazon,,,,,
2/5/2024,Fish Oil,Omega,141,21.94," ? 3,093.54 ",0.18,2,UK,iHerb,,,,,
2/5/2024,Multivitamin,Vitamin,140,50.61," ? 7,085.40 ",0.09,0,Canada,Walmart,,,,,
2/5/2024,Pre-Workout,Performance,130,58.9," ? 7,657.00 ",0.21,1,UK,Walmart,,,,,
2/5/2024,BCAA,Amino Acid,151,18.15," ? 2,740.65 ",0.12,1,UK,Amazon,,,,,
2/5/2024,Creatine,Performance,151,40.19," ? 6,068.69 ",0.15,0,Canada,Amazon,,,,,
2/5/2024,Zinc,Mineral,166,35.11," ? 5,828.26 ",0.13,1,USA,Walmart,,,,,
2/5/2024,Collagen Peptides,Protein,157,18.19," ? 2,855.83 ",0.02,2,Canada,Amazon,,,,,
2/5/2024,Magnesium,Mineral,141,44.79," ? 6,315.39 ",0.08,2,Canada,iHerb,,,,,
2/5/2024,Ashwagandha,Herbal,152,48.16," ? 7,320.32 ",0.22,0,UK,iHerb,,,,,
2/5/2024,Melatonin,Sleep Aid,140,32.1," ? 4,494.00 ",0.22,1,Canada,Walmart,,,,,
2/5/2024,Biotin,Vitamin,165,26.98," ? 4,451.70 ",0.22,1,Canada,Walmart,,,,,
2/5/2024,Green Tea Extract,Fat Burner,161,57.44," ? 9,247.84 ",0.14,2,Canada,Walmart,,,,,
2/5/2024,Iron Supplement,Mineral,130,55.05," ? 7,156.50 ",0.22,0,Canada,Amazon,,,,,
2/5/2024,Electrolyte Powder,Hydration,143,18.61," ? 2,661.23 ",0.18,0,USA,iHerb,,,,,
2/12/2024,Whey Protein,Protein,144,34.1," ? 4,910.40 ",0.18,4,USA,iHerb,,,,,
2/12/2024,Vitamin C,Vitamin,133,21.52," ? 2,862.16 ",0.1,0,UK,iHerb,,,,,
2/12/2024,Fish Oil,Omega,134,27.1," ? 3,631.40 ",0.22,2,Canada,Walmart,,,,,
2/12/2024,Multivitamin,Vitamin,140,25.99," ? 3,638.60 ",0.08,2,UK,Amazon,,,,,
2/12/2024,Pre-Workout,Performance,151,17.45," ? 2,634.95 ",0.01,0,USA,Amazon,,,,,
2/12/2024,BCAA,Amino Acid,132,15.62," ? 2,061.84 ",0.18,1,UK,Walmart,,,,,
2/12/2024,Creatine,Performance,128,38.98," ? 4,989.44 ",0.06,3,Canada,Amazon,,,,,
2/12/2024,Zinc,Mineral,121,47.6," ? 5,759.60 ",0.18,0,Canada,iHerb,,,,,
2/12/2024,Collagen Peptides,Protein,126,25.68," ? 3,235.68 ",0.05,1,Canada,Walmart,,,,,
2/12/2024,Magnesium,Mineral,170,48.29," ? 8,209.30 ",0.14,1,UK,Walmart,,,,,
2/12/2024,Ashwagandha,Herbal,140,55.64," ? 7,789.60 ",0.17,1,USA,iHerb,,,,,
2/12/2024,Melatonin,Sleep Aid,153,48.65," ? 7,443.45 ",0.23,1,USA,iHerb,,,,,
2/12/2024,Biotin,Vitamin,142,30.79," ? 4,372.18 ",0.15,1,Canada,Amazon,,,,,
2/12/2024,Green Tea Extract,Fat Burner,136,44.55," ? 6,058.80 ",0.2,1,UK,iHerb,,,,,
2/12/2024,Iron Supplement,Mineral,136,49.31," ? 6,706.16 ",0.1,2,USA,Walmart,,,,,
2/12/2024,Electrolyte Powder,Hydration,150,49.81," ? 7,471.50 ",0.02,1,Canada,iHerb,,,,,
2/19/2024,Whey Protein,Protein,139,35.15," ? 4,885.85 ",0.12,2,UK,Amazon,,,,,
2/19/2024,Vitamin C,Vitamin,159,30.48," ? 4,846.32 ",0.16,2,UK,Walmart,,,,,
2/19/2024,Fish Oil,Omega,147,57.36," ? 8,431.92 ",0.05,3,UK,Amazon,,,,,
2/19/2024,Multivitamin,Vitamin,123,24.41," ? 3,002.43 ",0.16,0,USA,iHerb,,,,,
2/19/2024,Pre-Workout,Performance,167,42.6," ? 7,114.20 ",0.11,4,USA,Amazon,,,,,
2/19/2024,BCAA,Amino Acid,163,45.09," ? 7,349.67 ",0.14,2,Canada,iHerb,,,,,
2/19/2024,Creatine,Performance,144,13.91," ? 2,003.04 ",0.09,2,Canada,Walmart,,,,,
2/19/2024,Zinc,Mineral,152,19.29," ? 2,932.08 ",0.17,0,USA,Amazon,,,,,
2/19/2024,Collagen Peptides,Protein,142,25.52," ? 3,623.84 ",0.01,3,USA,iHerb,,,,,
2/19/2024,Magnesium,Mineral,143,13.74," ? 1,964.82 ",0.06,0,Canada,Amazon,,,,,
2/19/2024,Ashwagandha,Herbal,160,50.23," ? 8,036.80 ",0.04,1,USA,Walmart,,,,,
2/19/2024,Melatonin,Sleep Aid,157,40.06," ? 6,289.42 ",0.23,1,Canada,iHerb,,,,,
2/19/2024,Biotin,Vitamin,150,13.89," ? 2,083.50 ",0.01,1,UK,Walmart,,,,,
2/19/2024,Green Tea Extract,Fat Burner,155,19.51," ? 3,024.05 ",0.11,2,USA,Amazon,,,,,
2/19/2024,Iron Supplement,Mineral,140,40.68," ? 5,695.20 ",0.24,2,Canada,iHerb,,,,,
2/19/2024,Electrolyte Powder,Hydration,161,23.61," ? 3,801.21 ",0.11,3,USA,Amazon,,,,,
2/26/2024,Whey Protein,Protein,148,59.44," ? 8,797.12 ",0.02,0,USA,iHerb,,,,,
2/26/2024,Vitamin C,Vitamin,135,16.55," ? 2,234.25 ",0.22,0,USA,Walmart,,,,,
2/26/2024,Fish Oil,Omega,143,56.58," ? 8,090.94 ",0.17,3,USA,Walmart,,,,,
2/26/2024,Multivitamin,Vitamin,140,21.15," ? 2,961.00 ",0.18,0,Canada,Amazon,,,,,
2/26/2024,Pre-Workout,Performance,123,42.1," ? 5,178.30 ",0.17,1,UK,Amazon,,,,,
2/26/2024,BCAA,Amino Acid,162,15.27," ? 2,473.74 ",0.2,4,USA,iHerb,,,,,
2/26/2024,Creatine,Performance,125,34.38," ? 4,297.50 ",0.04,2,UK,Amazon,,,,,
2/26/2024,Zinc,Mineral,142,43.55," ? 6,184.10 ",0.15,0,Canada,Amazon,,,,,
2/26/2024,Collagen Peptides,Protein,139,22.04," ? 3,063.56 ",0.09,2,USA,Walmart,,,,,
2/26/2024,Magnesium,Mineral,145,31.97," ? 4,635.65 ",0.2,4,UK,Amazon,,,,,
2/26/2024,Ashwagandha,Herbal,140,41.09," ? 5,752.60 ",0.2,2,Canada,Amazon,,,,,
2/26/2024,Melatonin,Sleep Aid,147,13.5," ? 1,984.50 ",0.13,5,USA,Walmart,,,,,
2/26/2024,Biotin,Vitamin,159,51.36," ? 8,166.24 ",0.19,1,USA,iHerb,,,,,
2/26/2024,Green Tea Extract,Fat Burner,166,24.76," ? 4,110.16 ",0.07,3,Canada,iHerb,,,,,
2/26/2024,Iron Supplement,Mineral,174,40.28," ? 7,008.72 ",0.06,2,USA,Walmart,,,,,
2/26/2024,Electrolyte Powder,Hydration,140,29.35," ? 4,109.00 ",0.21,1,UK,Walmart,,,,,
3/4/2024,Whey Protein,Protein,163,32.01," ? 5,217.63 ",0.15,0,Canada,iHerb,,,,,
3/4/2024,Vitamin C,Vitamin,177,35.39," ? 6,264.03 ",0.21,3,Canada,Walmart,,,,,
3/4/2024,Fish Oil,Omega,151,13.24," ? 1,999.24 ",0.03,2,USA,Amazon,,,,,
3/4/2024,Multivitamin,Vitamin,145,26.4," ? 3,828.00 ",0.1,3,UK,Amazon,,,,,
3/4/2024,Pre-Workout,Performance,161,23.22," ? 3,738.42 ",0.08,3,Canada,iHerb,,,,,
3/4/2024,BCAA,Amino Acid,169,21.34," ? 3,606.46 ",0.05,3,Canada,iHerb,,,,,
3/4/2024,Creatine,Performance,168,31.03," ? 5,213.04 ",0.21,3,Canada,Amazon,,,,,
3/4/2024,Zinc,Mineral,162,55.58," ? 9,003.96 ",0.08,0,USA,Walmart,,,,,
3/4/2024,Collagen Peptides,Protein,158,52.73," ? 8,331.34 ",0.02,3,UK,iHerb,,,,,
3/4/2024,Magnesium,Mineral,142,12.01," ? 1,705.42 ",0.15,2,USA,Amazon,,,,,
3/4/2024,Ashwagandha,Herbal,145,36.88," ? 5,347.60 ",0.21,1,Canada,iHerb,,,,,
3/4/2024,Melatonin,Sleep Aid,141,57.46," ? 8,101.86 ",0.09,0,Canada,iHerb,,,,,
3/4/2024,Biotin,Vitamin,161,16.43," ? 2,645.23 ",0.25,2,USA,Walmart,,,,,
3/4/2024,Green Tea Extract,Fat Burner,150,54.93," ? 8,239.50 ",0.06,1,Canada,iHerb,,,,,
3/4/2024,Iron Supplement,Mineral,133,39.78," ? 5,290.74 ",0.15,0,Canada,Amazon,,,,,
3/4/2024,Electrolyte Powder,Hydration,155,27.89," ? 4,322.95 ",0.2,1,USA,Amazon,,,,,
3/11/2024,Whey Protein,Protein,160,37.56," ? 6,009.60 ",0.24,5,USA,Walmart,,,,,
3/11/2024,Vitamin C,Vitamin,142,13.15," ? 1,867.30 ",0.22,1,UK,Walmart,,,,,
3/11/2024,Fish Oil,Omega,146,57.34," ? 8,371.64 ",0.13,1,USA,Walmart,,,,,
3/11/2024,Multivitamin,Vitamin,145,40.09," ? 5,813.05 ",0.23,3,USA,Amazon,,,,,
3/11/2024,Pre-Workout,Performance,149,31.16," ? 4,642.84 ",0.06,5,Canada,iHerb,,,,,
3/11/2024,BCAA,Amino Acid,143,59.48," ? 8,505.64 ",0.03,2,USA,Amazon,,,,,
3/11/2024,Creatine,Performance,174,10.13," ? 1,762.62 ",0.09,0,USA,Walmart,,,,,
3/11/2024,Zinc,Mineral,147,31.94," ? 4,695.18 ",0.11,1,UK,Walmart,,,,,
3/11/2024,Collagen Peptides,Protein,153,25.42," ? 3,889.26 ",0.21,2,Canada,iHerb,,,,,
3/11/2024,Magnesium,Mineral,143,28.06," ? 4,012.58 ",0.16,0,UK,iHerb,,,,,
3/11/2024,Ashwagandha,Herbal,171,56," ? 9,576.00 ",0.01,1,UK,iHerb,,,,,
3/11/2024,Melatonin,Sleep Aid,165,31.81," ? 5,248.65 ",0.03,1,Canada,iHerb,,,,,
3/11/2024,Biotin,Vitamin,164,46.84," ? 7,681.76 ",0.09,4,UK,Walmart,,,,,
3/11/2024,Green Tea Extract,Fat Burner,158,31.32," ? 4,948.56 ",0.23,2,USA,Amazon,,,,,
3/11/2024,Iron Supplement,Mineral,158,21.18," ? 3,346.44 ",0.18,2,Canada,Walmart,,,,,
3/11/2024,Electrolyte Powder,Hydration,150,20.41," ? 3,061.50 ",0.2,4,USA,Walmart,,,,,
3/18/2024,Whey Protein,Protein,168,30.3," ? 5,090.40 ",0.2,2,USA,Walmart,,,,,
3/18/2024,Vitamin C,Vitamin,152,36.8," ? 5,593.60 ",0.13,0,USA,Amazon,,,,,
3/18/2024,Fish Oil,Omega,127,55.66," ? 7,068.82 ",0.1,1,Canada,iHerb,,,,,
3/18/2024,Multivitamin,Vitamin,164,40.48," ? 6,638.72 ",0.07,3,UK,iHerb,,,,,
3/18/2024,Pre-Workout,Performance,136,19.58," ? 2,662.88 ",0.07,1,USA,Walmart,,,,,
3/18/2024,BCAA,Amino Acid,156,43.83," ? 6,837.48 ",0.02,0,UK,iHerb,,,,,
3/18/2024,Creatine,Performance,150,52.98," ? 7,947.00 ",0.24,2,UK,Amazon,,,,,
3/18/2024,Zinc,Mineral,156,41.14," ? 6,417.84 ",0.04,2,UK,iHerb,,,,,
3/18/2024,Collagen Peptides,Protein,146,36.18," ? 5,282.28 ",0.03,1,USA,Amazon,,,,,
3/18/2024,Magnesium,Mineral,133,54.56," ? 7,256.48 ",0.12,0,UK,iHerb,,,,,
3/18/2024,Ashwagandha,Herbal,146,20.01," ? 2,921.46 ",0.01,1,UK,Amazon,,,,,
3/18/2024,Melatonin,Sleep Aid,162,40.32," ? 6,531.84 ",0.05,1,USA,Amazon,,,,,
3/18/2024,Biotin,Vitamin,164,52.9," ? 8,675.60 ",0.12,3,Canada,Walmart,,,,,
3/18/2024,Green Tea Extract,Fat Burner,143,47.58," ? 6,803.94 ",0.2,0,Canada,Amazon,,,,,
3/18/2024,Iron Supplement,Mineral,191,13.43," ? 2,565.13 ",0.15,3,Canada,Amazon,,,,,
3/18/2024,Electrolyte Powder,Hydration,182,11.26," ? 2,049.32 ",0.15,1,UK,Amazon,,,,,
3/25/2024,Whey Protein,Protein,148,13.23," ? 1,958.04 ",0.12,1,UK,iHerb,,,,,
3/25/2024,Vitamin C,Vitamin,158,19.26," ? 3,043.08 ",0.05,1,Canada,Walmart,,,,,
3/25/2024,Fish Oil,Omega,137,59.72," ? 8,181.64 ",0.16,2,UK,iHerb,,,,,
3/25/2024,Multivitamin,Vitamin,147,55.55," ? 8,165.85 ",0.24,1,Canada,iHerb,,,,,
3/25/2024,Pre-Workout,Performance,142,16.62," ? 2,360.04 ",0.19,2,UK,iHerb,,,,,
3/25/2024,BCAA,Amino Acid,150,39.1," ? 5,865.00 ",0.1,0,Canada,Walmart,,,,,
3/25/2024,Creatine,Performance,147,13.55," ? 1,991.85 ",0.08,0,USA,iHerb,,,,,
3/25/2024,Zinc,Mineral,159,13.13," ? 2,087.67 ",0.24,0,Canada,Amazon,,,,,
3/25/2024,Collagen Peptides,Protein,153,49.39," ? 7,556.67 ",0.01,3,USA,iHerb,,,,,
3/25/2024,Magnesium,Mineral,171,34.1," ? 5,831.10 ",0.01,2,Canada,Amazon,,,,,
3/25/2024,Ashwagandha,Herbal,147,30.19," ? 4,437.93 ",0.17,0,UK,Walmart,,,,,
3/25/2024,Melatonin,Sleep Aid,134,12.28," ? 1,645.52 ",0.14,2,Canada,iHerb,,,,,
3/25/2024,Biotin,Vitamin,154,44.03," ? 6,780.62 ",0.08,1,UK,Walmart,,,,,
3/25/2024,Green Tea Extract,Fat Burner,143,18.08," ? 2,585.44 ",0,2,USA,Walmart,,,,,
3/25/2024,Iron Supplement,Mineral,175,49.15," ? 8,601.25 ",0.17,2,Canada,Walmart,,,,,
3/25/2024,Electrolyte Powder,Hydration,158,21.24," ? 3,355.92 ",0.08,1,Canada,Amazon,,,,,
4/1/2024,Whey Protein,Protein,148,27.26," ? 4,034.48 ",0.09,3,USA,Amazon,,,,,
4/1/2024,Vitamin C,Vitamin,150,53.04," ? 7,956.00 ",0.12,2,USA,Amazon,,,,,
4/1/2024,Fish Oil,Omega,130,30.22," ? 3,928.60 ",0.12,4,USA,Walmart,,,,,
4/1/2024,Multivitamin,Vitamin,157,45.08," ? 7,077.56 ",0,0,Canada,Amazon,,,,,
4/1/2024,Pre-Workout,Performance,163,28.21," ? 4,598.23 ",0.13,3,UK,Walmart,,,,,
4/1/2024,BCAA,Amino Acid,155,16.02," ? 2,483.10 ",0.07,4,UK,Amazon,,,,,
4/1/2024,Creatine,Performance,148,34.93," ? 5,169.64 ",0.22,2,Canada,Amazon,,,,,
4/1/2024,Zinc,Mineral,157,11.45," ? 1,797.65 ",0.23,4,Canada,Walmart,,,,,
4/1/2024,Collagen Peptides,Protein,162,52.23," ? 8,461.26 ",0.15,0,USA,Walmart,,,,,
4/1/2024,Magnesium,Mineral,146,27.56," ? 4,023.76 ",0.22,0,USA,Walmart,,,,,
4/1/2024,Ashwagandha,Herbal,144,12.58," ? 1,811.52 ",0.03,0,UK,Walmart,,,,,
4/1/2024,Melatonin,Sleep Aid,164,24.94," ? 4,090.16 ",0,2,USA,Amazon,,,,,
4/1/2024,Biotin,Vitamin,154,28.72," ? 4,422.88 ",0.05,2,USA,Walmart,,,,,
4/1/2024,Green Tea Extract,Fat Burner,162,34.34," ? 5,563.08 ",0.06,0,UK,Amazon,,,,,
4/1/2024,Iron Supplement,Mineral,159,20.81," ? 3,308.79 ",0.08,4,UK,iHerb,,,,,
4/1/2024,Electrolyte Powder,Hydration,164,33," ? 5,412.00 ",0.16,1,UK,Walmart,,,,,
4/8/2024,Whey Protein,Protein,128,39.7," ? 5,081.60 ",0.07,2,Canada,iHerb,,,,,
4/8/2024,Vitamin C,Vitamin,135,16.25," ? 2,193.75 ",0.1,0,USA,Walmart,,,,,
4/8/2024,Fish Oil,Omega,141,33.91," ? 4,781.31 ",0.14,1,USA,iHerb,,,,,
4/8/2024,Multivitamin,Vitamin,151,25.81," ? 3,897.31 ",0.21,1,USA,Amazon,,,,,
4/8/2024,Pre-Workout,Performance,144,52.26," ? 7,525.44 ",0.25,2,USA,Amazon,,,,,
4/8/2024,BCAA,Amino Acid,146,43.17," ? 6,302.82 ",0.25,2,Canada,Amazon,,,,,
4/8/2024,Creatine,Performance,167,30.35," ? 5,068.45 ",0.23,2,UK,Walmart,,,,,
4/8/2024,Zinc,Mineral,148,55.03," ? 8,144.44 ",0.14,1,Canada,Amazon,,,,,
4/8/2024,Collagen Peptides,Protein,148,14.84," ? 2,196.32 ",0.19,0,Canada,iHerb,,,,,
4/8/2024,Magnesium,Mineral,147,33.38," ? 4,906.86 ",0.21,1,Canada,Amazon,,,,,
4/8/2024,Ashwagandha,Herbal,180,11.91," ? 2,143.80 ",0.22,3,Canada,Walmart,,,,,
4/8/2024,Melatonin,Sleep Aid,150,35.25," ? 5,287.50 ",0.12,1,UK,iHerb,,,,,
4/8/2024,Biotin,Vitamin,144,32.63," ? 4,698.72 ",0.01,1,UK,Amazon,,,,,
4/8/2024,Green Tea Extract,Fat Burner,139,39.94," ? 5,551.66 ",0.19,4,UK,iHerb,,,,,
4/8/2024,Iron Supplement,Mineral,143,30.17," ? 4,314.31 ",0.12,3,Canada,Amazon,,,,,
4/8/2024,Electrolyte Powder,Hydration,152,47.13," ? 7,163.76 ",0.13,0,USA,Walmart,,,,,
4/15/2024,Whey Protein,Protein,153,52.13," ? 7,975.89 ",0.15,1,Canada,Walmart,,,,,
4/15/2024,Vitamin C,Vitamin,130,47.6," ? 6,188.00 ",0.09,0,Canada,iHerb,,,,,
4/15/2024,Fish Oil,Omega,173,41.91," ? 7,250.43 ",0.03,0,USA,Amazon,,,,,
4/15/2024,Multivitamin,Vitamin,132,15.78," ? 2,082.96 ",0.21,5,UK,Amazon,,,,,
4/15/2024,Pre-Workout,Performance,145,45.58," ? 6,609.10 ",0.23,3,UK,Walmart,,,,,
4/15/2024,BCAA,Amino Acid,125,47.73," ? 5,966.25 ",0.17,0,USA,Walmart,,,,,
4/15/2024,Creatine,Performance,150,20.94," ? 3,141.00 ",0.22,0,UK,Walmart,,,,,
4/15/2024,Zinc,Mineral,161,25.76," ? 4,147.36 ",0.18,3,USA,iHerb,,,,,
4/15/2024,Collagen Peptides,Protein,173,44.3," ? 7,663.90 ",0.15,2,USA,iHerb,,,,,
4/15/2024,Magnesium,Mineral,168,24.11," ? 4,050.48 ",0.13,0,USA,iHerb,,,,,
4/15/2024,Ashwagandha,Herbal,169,33.89," ? 5,727.41 ",0.2,1,Canada,iHerb,,,,,
4/15/2024,Melatonin,Sleep Aid,152,28.29," ? 4,300.08 ",0.03,2,USA,iHerb,,,,,
4/15/2024,Biotin,Vitamin,149,33.39," ? 4,975.11 ",0.05,3,USA,Walmart,,,,,
4/15/2024,Green Tea Extract,Fat Burner,150,25.13," ? 3,769.50 ",0.24,1,USA,Walmart,,,,,
4/15/2024,Iron Supplement,Mineral,167,59.52," ? 9,939.84 ",0.18,1,Canada,Amazon,,,,,
4/15/2024,Electrolyte Powder,Hydration,147,27.2," ? 3,998.40 ",0.19,2,Canada,iHerb,,,,,
4/22/2024,Whey Protein,Protein,162,36.63," ? 5,934.06 ",0.06,1,Canada,Walmart,,,,,
4/22/2024,Vitamin C,Vitamin,154,58.47," ? 9,004.38 ",0.23,1,USA,iHerb,,,,,
4/22/2024,Fish Oil,Omega,150,54.11," ? 8,116.50 ",0.17,1,Canada,Walmart,,,,,
4/22/2024,Multivitamin,Vitamin,148,57.97," ? 8,579.56 ",0.04,0,UK,Amazon,,,,,
4/22/2024,Pre-Workout,Performance,166,42.99," ? 7,136.34 ",0.14,0,UK,Amazon,,,,,
4/22/2024,BCAA,Amino Acid,153,26.25," ? 4,016.25 ",0.23,1,USA,Amazon,,,,,
4/22/2024,Creatine,Performance,175,25.73," ? 4,502.75 ",0.16,3,Canada,iHerb,,,,,
4/22/2024,Zinc,Mineral,150,12.01," ? 1,801.50 ",0.23,0,Canada,iHerb,,,,,
4/22/2024,Collagen Peptides,Protein,167,51.64," ? 8,623.88 ",0.17,0,UK,iHerb,,,,,
4/22/2024,Magnesium,Mineral,171,22.21," ? 3,797.91 ",0.2,0,USA,iHerb,,,,,
4/22/2024,Ashwagandha,Herbal,139,51.52," ? 7,161.28 ",0.04,1,USA,iHerb,,,,,
4/22/2024,Melatonin,Sleep Aid,158,56.78," ? 8,971.24 ",0.2,2,UK,Walmart,,,,,
4/22/2024,Biotin,Vitamin,148,45.49," ? 6,732.52 ",0.25,2,USA,iHerb,,,,,
4/22/2024,Green Tea Extract,Fat Burner,154,45.99," ? 7,082.46 ",0.14,1,Canada,Amazon,,,,,
4/22/2024,Iron Supplement,Mineral,175,21.84," ? 3,822.00 ",0.08,4,USA,Amazon,,,,,
4/22/2024,Electrolyte Powder,Hydration,167,11.92," ? 1,990.64 ",0.01,1,UK,Walmart,,,,,
4/29/2024,Whey Protein,Protein,155,41.69," ? 6,461.95 ",0.18,0,USA,Walmart,,,,,
4/29/2024,Vitamin C,Vitamin,132,17.74," ? 2,341.68 ",0.02,2,USA,Walmart,,,,,
4/29/2024,Fish Oil,Omega,162,50.85," ? 8,237.70 ",0.17,2,Canada,Walmart,,,,,
4/29/2024,Multivitamin,Vitamin,137,24.45," ? 3,349.65 ",0.24,5,Canada,Amazon,,,,,
4/29/2024,Pre-Workout,Performance,161,36," ? 5,796.00 ",0.24,2,UK,iHerb,,,,,
4/29/2024,BCAA,Amino Acid,176,26.69," ? 4,697.44 ",0.21,0,Canada,Amazon,,,,,
4/29/2024,Creatine,Performance,176,56.32," ? 9,912.32 ",0.08,2,UK,Walmart,,,,,
4/29/2024,Zinc,Mineral,149,35.22," ? 5,247.78 ",0.24,2,Canada,Walmart,,,,,
4/29/2024,Collagen Peptides,Protein,141,24.7," ? 3,482.70 ",0.09,0,Canada,Amazon,,,,,
4/29/2024,Magnesium,Mineral,169,22.95," ? 3,878.55 ",0.23,3,USA,Amazon,,,,,
4/29/2024,Ashwagandha,Herbal,135,55.65," ? 7,512.75 ",0.02,2,USA,iHerb,,,,,
4/29/2024,Melatonin,Sleep Aid,152,34.64," ? 5,265.28 ",0.17,0,USA,iHerb,,,,,
4/29/2024,Biotin,Vitamin,160,32.76," ? 5,241.60 ",0.04,3,USA,Amazon,,,,,
4/29/2024,Green Tea Extract,Fat Burner,143,31.44," ? 4,495.92 ",0.19,1,USA,Amazon,,,,,
4/29/2024,Iron Supplement,Mineral,161,19.58," ? 3,152.38 ",0.14,4,UK,Walmart,,,,,
4/29/2024,Electrolyte Powder,Hydration,128,17.83," ? 2,282.24 ",0.16,1,Canada,iHerb,,,,,
